-181.552, 64.212, 3.042,  7.606
-181.551, 64.113, 2.999,  7.639
-181.551, 64.014, 2.971,  7.672
-181.550, 63.915, 2.962,  7.705
-181.549, 63.816, 2.972,  7.738
-181.549, 63.717, 2.998,  7.771
-181.548, 63.616, 3.036,  7.804
-181.547, 63.513, 3.080,  7.837
-181.547, 63.409, 3.129,  7.870
-181.546, 63.303, 3.179,  7.903
-181.545, 63.195, 3.230,  7.936
-181.545, 63.086, 3.278,  7.969
-181.544, 62.975, 3.325,  8.002
-181.543, 62.863, 3.368,  8.035
-181.543, 62.749, 3.407,  8.068
-181.542, 62.635, 3.435,  8.101
-181.542, 62.520, 3.434,  8.134
-181.541, 62.407, 3.404,  8.167
-181.541, 62.295, 3.352,  8.200
-181.540, 62.185, 3.293,  8.233
-181.540, 62.078, 3.237,  8.266
-181.539, 61.972, 3.190,  8.299
-181.539, 61.867, 3.158,  8.332
-181.538, 61.762, 3.144,  8.365
-181.538, 61.657, 3.150,  8.398
-181.537, 61.551, 3.174,  8.431
-181.537, 61.445, 3.210,  8.464
-181.536, 61.336, 3.255,  8.497
-181.536, 61.226, 3.305,  8.530
-181.536, 61.114, 3.357,  8.563
-181.535, 61.000, 3.410,  8.596
-181.535, 60.885, 3.462,  8.629
-181.534, 60.768, 3.512,  8.662
-181.534, 60.649, 3.558,  8.695
-181.534, 60.530, 3.601,  8.728
-181.533, 60.408, 3.640,  8.761
-181.533, 60.286, 3.668,  8.794
-181.532, 60.164, 3.665,  8.827
-181.532, 60.043, 3.634,  8.860
-181.532, 59.923, 3.590,  8.893
-181.531, 59.805, 3.543,  8.926
-181.531, 59.689, 3.501,  8.959
-181.531, 59.573, 3.470,  8.992
-181.531, 59.458, 3.455,  9.025
-181.530, 59.343, 3.458,  9.058
-181.530, 59.228, 3.476,  9.091
-181.530, 59.111, 3.504,  9.124
-181.529, 58.993, 3.540,  9.157
-181.529, 58.874, 3.580,  9.190
-181.529, 58.753, 3.624,  9.223
-181.528, 58.631, 3.668,  9.256
-181.528, 58.507, 3.712,  9.289
-181.528, 58.382, 3.754,  9.322
-181.528, 58.256, 3.794,  9.355
-181.527, 58.128, 3.831,  9.388
-181.527, 58.000, 3.864,  9.421
-181.527, 57.870, 3.894,  9.454
-181.527, 57.739, 3.921,  9.487
-181.526, 57.608, 3.938,  9.520
-181.526, 57.477, 3.925,  9.553
-181.526, 57.348, 3.885,  9.586
-181.526, 57.220, 3.833,  9.619
-181.525, 57.094, 3.779,  9.652
-181.525, 56.970, 3.730,  9.685
-181.525, 56.847, 3.692,  9.718
-181.525, 56.725, 3.671,  9.751
-181.525, 56.603, 3.668,  9.784
-181.524, 56.480, 3.683,  9.817
-181.524, 56.357, 3.711,  9.850
-181.524, 56.232, 3.748,  9.883
-181.524, 56.106, 3.791,  9.916
-181.524, 55.978, 3.837,  9.949
-181.523, 55.848, 3.885,  9.982
-181.523, 55.717, 3.934, 10.015
-181.523, 55.584, 3.980, 10.048
-181.523, 55.450, 4.025, 10.081
-181.523, 55.315, 4.066, 10.114
-181.522, 55.178, 4.104, 10.147
-181.522, 55.040, 4.138, 10.180
-181.522, 54.901, 4.169, 10.213
-181.522, 54.762, 4.195, 10.246
-181.522, 54.621, 4.219, 10.279
-181.521, 54.480, 4.238, 10.312
-181.521, 54.339, 4.256, 10.345
-181.521, 54.197, 4.270, 10.378
-181.521, 54.054, 4.283, 10.411
-181.521, 53.911, 4.294, 10.444
-181.520, 53.768, 4.303, 10.477
-181.520, 53.624, 4.312, 10.510
-181.520, 53.481, 4.320, 10.543
-181.520, 53.336, 4.328, 10.576
-181.520, 53.192, 4.336, 10.609
-181.519, 53.047, 4.344, 10.642
-181.519, 52.903, 4.352, 10.675
-181.519, 52.757, 4.360, 10.708
-181.519, 52.612, 4.369, 10.741
-181.519, 52.466, 4.379, 10.774
-181.519, 52.320, 4.389, 10.807
-181.518, 52.173, 4.399, 10.840
-181.518, 52.026, 4.410, 10.873
-181.518, 51.879, 4.422, 10.906
-181.518, 51.731, 4.433, 10.939
-181.518, 51.583, 4.446, 10.972
-181.517, 51.435, 4.458, 11.005
-181.517, 51.286, 4.471, 11.038
-181.517, 51.137, 4.483, 11.071
-181.517, 50.987, 4.496, 11.104
-181.517, 50.837, 4.510, 11.137
-181.516, 50.686, 4.523, 11.170
-181.516, 50.535, 4.536, 11.203
-181.516, 50.383, 4.550, 11.236
-181.516, 50.231, 4.563, 11.269
-181.516, 50.079, 4.577, 11.302
-181.515, 49.926, 4.590, 11.335
-181.515, 49.773, 4.604, 11.368
-181.515, 49.619, 4.617, 11.401
-181.515, 49.465, 4.631, 11.434
-181.515, 49.310, 4.644, 11.467
-181.514, 49.155, 4.658, 11.500
-181.514, 48.999, 4.671, 11.533
-181.514, 48.843, 4.685, 11.566
-181.514, 48.687, 4.698, 11.599
-181.514, 48.530, 4.712, 11.632
-181.513, 48.372, 4.725, 11.665
-181.513, 48.214, 4.739, 11.698
-181.513, 48.056, 4.753, 11.731
-181.513, 47.897, 4.767, 11.764
-181.513, 47.738, 4.780, 11.797
-181.512, 47.578, 4.794, 11.830
-181.512, 47.418, 4.808, 11.863
-181.512, 47.258, 4.822, 11.896
-181.512, 47.096, 4.836, 11.929
-181.512, 46.935, 4.850, 11.962
-181.511, 46.773, 4.864, 11.995
-181.511, 46.610, 4.879, 12.028
-181.511, 46.447, 4.893, 12.061
-181.511, 46.284, 4.907, 12.094
-181.511, 46.120, 4.922, 12.127
-181.510, 45.956, 4.936, 12.160
-181.510, 45.791, 4.951, 12.193
-181.510, 45.625, 4.965, 12.226
-181.510, 45.459, 4.980, 12.259
-181.510, 45.293, 4.994, 12.292
-181.509, 45.126, 5.009, 12.325
-181.509, 44.959, 5.024, 12.358
-181.509, 44.791, 5.039, 12.391
-181.509, 44.623, 5.054, 12.424
-181.509, 44.454, 5.069, 12.457
-181.508, 44.284, 5.084, 12.490
-181.508, 44.115, 5.098, 12.523
-181.508, 43.945, 5.102, 12.556
-181.508, 43.775, 5.086, 12.589
-181.507, 43.606, 5.068, 12.622
-181.507, 43.438, 5.054, 12.655
-181.507, 43.270, 5.044, 12.688
-181.507, 43.102, 5.038, 12.721
-181.506, 42.934, 5.037, 12.754
-181.506, 42.766, 5.040, 12.787
-181.506, 42.598, 5.048, 12.820
-181.506, 42.430, 5.059, 12.853
-181.505, 42.260, 5.075, 12.886
-181.505, 42.091, 5.095, 12.919
-181.505, 41.920, 5.117, 12.952
-181.505, 41.749, 5.143, 12.985
-181.505, 41.576, 5.172, 13.018
-181.504, 41.403, 5.202, 13.051
-181.504, 41.229, 5.234, 13.084
-181.504, 41.053, 5.267, 13.117
-181.504, 40.877, 5.300, 13.150
-181.503, 40.699, 5.334, 13.183
-181.503, 40.520, 5.367, 13.216
-181.503, 40.340, 5.399, 13.249
-181.502, 40.160, 5.431, 13.282
-181.502, 39.978, 5.461, 13.315
-181.502, 39.795, 5.489, 13.348
-181.502, 39.611, 5.516, 13.381
-181.501, 39.427, 5.541, 13.414
-181.501, 39.242, 5.565, 13.447
-181.501, 39.056, 5.587, 13.480
-181.501, 38.869, 5.607, 13.513
-181.500, 38.682, 5.626, 13.546
-181.500, 38.494, 5.643, 13.579
-181.500, 38.305, 5.659, 13.612
-181.499, 38.116, 5.675, 13.645
-181.499, 37.927, 5.689, 13.678
-181.499, 37.737, 5.703, 13.711
-181.499, 37.547, 5.717, 13.744
-181.498, 37.356, 5.730, 13.777
-181.498, 37.165, 5.743, 13.810
-181.498, 36.973, 5.756, 13.843
-181.497, 36.781, 5.769, 13.876
-181.497, 36.588, 5.783, 13.909
-181.497, 36.395, 5.796, 13.942
-181.496, 36.202, 5.811, 13.975
-181.496, 36.008, 5.825, 14.008
-181.496, 35.813, 5.841, 14.041
-181.495, 35.618, 5.857, 14.074
-181.495, 35.423, 5.873, 14.107
-181.495, 35.227, 5.890, 14.140
-181.494, 35.030, 5.908, 14.173
-181.494, 34.833, 5.926, 14.206
-181.494, 34.635, 5.945, 14.239
-181.494, 34.436, 5.964, 14.272
-181.493, 34.237, 5.984, 14.305
-181.493, 34.037, 6.004, 14.338
-181.492, 33.836, 6.024, 14.371
-181.492, 33.635, 6.045, 14.404
-181.492, 33.433, 6.065, 14.437
-181.491, 33.230, 6.086, 14.470
-181.491, 33.027, 6.107, 14.503
-181.491, 32.823, 6.128, 14.536
-181.490, 32.618, 6.149, 14.569
-181.490, 32.413, 6.170, 14.602
-181.490, 32.206, 6.191, 14.635
-181.489, 32.000, 6.212, 14.668
-181.489, 31.792, 6.233, 14.701
-181.489, 31.584, 6.254, 14.734
-181.488, 31.375, 6.274, 14.767
-181.488, 31.165, 6.295, 14.800
-181.487, 30.955, 6.315, 14.833
-181.487, 30.744, 6.335, 14.866
-181.487, 30.532, 6.356, 14.899
-181.486, 30.320, 6.376, 14.932
-181.486, 30.107, 6.396, 14.965
-181.485, 29.894, 6.416, 14.998
-181.485, 29.679, 6.436, 15.031
-181.485, 29.464, 6.456, 15.064
-181.484, 29.249, 6.476, 15.097
-181.484, 29.032, 6.496, 15.130
-181.483, 28.815, 6.516, 15.163
-181.483, 28.598, 6.537, 15.196
-181.482, 28.379, 6.557, 15.229
-181.482, 28.160, 6.578, 15.262
-181.482, 27.941, 6.598, 15.295
-181.481, 27.720, 6.619, 15.328
-181.481, 27.499, 6.640, 15.361
-181.480, 27.277, 6.661, 15.394
-181.480, 27.055, 6.683, 15.427
-181.479, 26.832, 6.704, 15.460
-181.479, 26.608, 6.726, 15.493
-181.478, 26.383, 6.747, 15.526
-181.478, 26.157, 6.769, 15.559
-181.478, 25.931, 6.791, 15.592
-181.477, 25.705, 6.812, 15.625
-181.477, 25.477, 6.834, 15.658
-181.476, 25.249, 6.855, 15.691
-181.476, 25.020, 6.877, 15.724
-181.475, 24.790, 6.898, 15.757
-181.475, 24.560, 6.920, 15.790
-181.474, 24.328, 6.941, 15.823
-181.474, 24.097, 6.963, 15.856
-181.473, 23.864, 6.984, 15.889
-181.473, 23.631, 7.006, 15.922
-181.472, 23.397, 7.028, 15.955
-181.472, 23.162, 7.049, 15.988
-181.471, 22.926, 7.071, 16.021
-181.471, 22.690, 7.093, 16.054
-181.470, 22.453, 7.116, 16.087
-181.470, 22.215, 7.138, 16.120
-181.469, 21.977, 7.160, 16.153
-181.468, 21.738, 7.183, 16.186
-181.468, 21.498, 7.206, 16.219
-181.467, 21.257, 7.228, 16.252
-181.467, 21.016, 7.251, 16.285
-181.466, 20.773, 7.274, 16.318
-181.466, 20.530, 7.297, 16.351
-181.465, 20.287, 7.321, 16.384
-181.465, 20.042, 7.344, 16.417
-181.464, 19.797, 7.367, 16.450
-181.463, 19.550, 7.391, 16.483
-181.463, 19.303, 7.414, 16.516
-181.462, 19.056, 7.438, 16.549
-181.462, 18.807, 7.462, 16.582
-181.461, 18.558, 7.485, 16.615
-181.460, 18.308, 7.509, 16.648
-181.460, 18.057, 7.533, 16.681
-181.459, 17.805, 7.557, 16.714
-181.459, 17.553, 7.581, 16.747
-181.458, 17.299, 7.605, 16.780
-181.457, 17.045, 7.629, 16.813
-181.457, 16.791, 7.652, 16.846
-181.456, 16.535, 7.676, 16.879
-181.455, 16.278, 7.700, 16.912
-181.455, 16.021, 7.724, 16.945
-181.454, 15.763, 7.748, 16.978
-181.453, 15.504, 7.772, 17.011
-181.453, 15.244, 7.796, 17.044
-181.452, 14.984, 7.821, 17.077
-181.451, 14.723, 7.845, 17.110
-181.451, 14.461, 7.869, 17.143
-181.450, 14.198, 7.894, 17.176
-181.449, 13.934, 7.919, 17.209
-181.449, 13.669, 7.944, 17.242
-181.448, 13.404, 7.969, 17.275
-181.447, 13.138, 7.994, 17.308
-181.447, 12.870, 8.019, 17.341
-181.446, 12.603, 8.044, 17.374
-181.445, 12.334, 8.070, 17.407
-181.444, 12.064, 8.096, 17.440
-181.444, 11.794, 8.121, 17.473
-181.443, 11.522, 8.147, 17.506
-181.442, 11.250, 8.173, 17.539
-181.441, 10.977, 8.199, 17.572
-181.441, 10.703, 8.225, 17.605
-181.440, 10.428, 8.252, 17.638
-181.439, 10.152, 8.278, 17.671
-181.438, 9.876, 8.304, 17.704
-181.438, 9.598, 8.331, 17.737
-181.437, 9.320, 8.358, 17.770
-181.436, 9.041, 8.384, 17.803
-181.435, 8.760, 8.411, 17.836
-181.434, 8.479, 8.438, 17.869
-181.433, 8.197, 8.465, 17.902
-181.433, 7.915, 8.492, 17.935
-181.432, 7.631, 8.519, 17.968
-181.431, 7.346, 8.546, 18.001
-181.430, 7.061, 8.574, 18.034
-181.429, 6.774, 8.601, 18.067
-181.428, 6.487, 8.628, 18.100
-181.428, 6.198, 8.656, 18.133
-181.427, 5.909, 8.684, 18.166
-181.426, 5.619, 8.711, 18.199
-181.425, 5.328, 8.739, 18.232
-181.424, 5.036, 8.767, 18.265
-181.423, 4.743, 8.795, 18.298
-181.422, 4.449, 8.823, 18.331
-181.421, 4.154, 8.851, 18.364
-181.420, 3.859, 8.880, 18.397
-181.420, 3.562, 8.908, 18.430
-181.419, 3.264, 8.936, 18.463
-181.418, 2.966, 8.965, 18.496
-181.417, 2.666, 8.993, 18.529
-181.416, 2.366, 9.022, 18.562
-181.415, 2.064, 9.051, 18.595
-181.414, 1.762, 9.080, 18.628
-181.413, 1.458, 9.109, 18.661
-181.412, 1.154, 9.138, 18.694
-181.411, 0.849, 9.167, 18.727
-181.410, 0.542, 9.196, 18.760
-181.409, 0.235, 9.226, 18.793
-181.408, -0.073, 9.255, 18.826
-181.407, -0.383, 9.285, 18.859
-181.406, -0.693, 9.315, 18.892
-181.405, -1.004, 9.344, 18.925
-181.404, -1.316, 9.374, 18.958
-181.403, -1.630, 9.404, 18.991
-181.402, -1.944, 9.434, 19.024
-181.401, -2.259, 9.464, 19.057
-181.399, -2.575, 9.495, 19.090
-181.398, -2.893, 9.525, 19.123
-181.397, -3.211, 9.555, 19.156
-181.396, -3.530, 9.586, 19.189
-181.395, -3.850, 9.617, 19.222
-181.394, -4.172, 9.647, 19.255
-181.393, -4.494, 9.678, 19.288
-181.392, -4.817, 9.709, 19.321
-181.391, -5.142, 9.740, 19.354
-181.389, -5.467, 9.771, 19.387
-181.388, -5.794, 9.803, 19.420
-181.387, -6.121, 9.834, 19.453
-181.386, -6.450, 9.865, 19.486
-181.385, -6.780, 9.897, 19.519
-181.383, -7.110, 9.929, 19.552
-181.382, -7.442, 9.960, 19.585
-181.381, -7.775, 9.992, 19.618
-181.380, -8.109, 10.024, 19.651
-181.379, -8.444, 10.056, 19.684
-181.377, -8.780, 10.088, 19.717
-181.376, -9.117, 10.121, 19.750
-181.375, -9.455, 10.153, 19.783
-181.374, -9.794, 10.185, 19.816
-181.372, -10.135, 10.218, 19.849
-181.371, -10.476, 10.251, 19.882
-181.370, -10.819, 10.283, 19.915
-181.368, -11.162, 10.316, 19.948
-181.367, -11.507, 10.349, 19.981
-181.366, -11.853, 10.382, 20.014
-181.364, -12.200, 10.416, 20.047
-181.363, -12.548, 10.449, 20.080
-181.362, -12.897, 10.482, 20.113
-181.360, -13.247, 10.516, 20.146
-181.359, -13.598, 10.549, 20.179
-181.358, -13.951, 10.583, 20.212
-181.356, -14.305, 10.617, 20.245
-181.355, -14.659, 10.651, 20.278
-181.353, -15.015, 10.685, 20.311
-181.352, -15.372, 10.719, 20.344
-181.351, -15.730, 10.753, 20.377
-181.349, -16.090, 10.788, 20.410
-181.348, -16.450, 10.822, 20.443
-181.346, -16.812, 10.857, 20.476
-181.345, -17.175, 10.891, 20.509
-181.343, -17.539, 10.926, 20.542
-181.342, -17.904, 10.961, 20.575
-181.340, -18.270, 10.996, 20.608
-181.339, -18.637, 11.031, 20.641
-181.337, -19.006, 11.066, 20.674
-181.336, -19.376, 11.102, 20.707
-181.334, -19.747, 11.137, 20.740
-181.333, -20.119, 11.173, 20.773
-181.331, -20.492, 11.208, 20.806
-181.329, -20.867, 11.244, 20.839
-181.328, -21.242, 11.280, 20.872
-181.326, -21.619, 11.316, 20.905
-181.325, -21.997, 11.352, 20.938
-181.323, -22.377, 11.388, 20.971
-181.321, -22.757, 11.425, 21.004
-181.320, -23.139, 11.461, 21.037
-181.318, -23.522, 11.498, 21.070
-181.316, -23.906, 11.534, 21.103
-181.315, -24.291, 11.571, 21.136
-181.313, -24.678, 11.609, 21.169
-181.311, -25.066, 11.646, 21.202
-181.309, -25.455, 11.684, 21.235
-181.308, -25.846, 11.721, 21.268
-181.306, -26.237, 11.759, 21.301
-181.304, -26.630, 11.797, 21.334
-181.302, -27.024, 11.836, 21.367
-181.301, -27.420, 11.874, 21.400
-181.299, -27.817, 11.913, 21.433
-181.297, -28.215, 11.952, 21.466
-181.295, -28.614, 11.991, 21.499
-181.293, -29.015, 12.030, 21.532
-181.291, -29.417, 12.069, 21.565
-181.289, -29.820, 12.109, 21.598
-181.288, -30.225, 12.148, 21.631
-181.286, -30.631, 12.188, 21.664
-181.284, -31.038, 12.228, 21.697
-181.282, -31.447, 12.269, 21.730
-181.280, -31.857, 12.309, 21.763
-181.278, -32.268, 12.349, 21.796
-181.276, -32.681, 12.390, 21.829
-181.274, -33.095, 12.431, 21.862
-181.272, -33.510, 12.472, 21.895
-181.270, -33.927, 12.513, 21.928
-181.268, -34.345, 12.554, 21.961
-181.266, -34.765, 12.595, 21.994
-181.264, -35.185, 12.636, 22.027
-181.262, -35.608, 12.678, 22.060
-181.260, -36.031, 12.720, 22.093
-181.258, -36.456, 12.761, 22.126
-181.256, -36.883, 12.803, 22.159
-181.253, -37.311, 12.845, 22.192
-181.251, -37.740, 12.887, 22.225
-181.249, -38.171, 12.930, 22.258
-181.247, -38.603, 12.972, 22.291
-181.245, -39.036, 13.014, 22.324
-181.243, -39.471, 13.057, 22.357
-181.240, -39.907, 13.100, 22.390
-181.238, -40.345, 13.143, 22.423
-181.236, -40.784, 13.185, 22.456
-181.234, -41.225, 13.229, 22.489
-181.231, -41.667, 13.272, 22.522
-181.229, -42.110, 13.315, 22.555
-181.227, -42.555, 13.358, 22.588
-181.224, -43.002, 13.402, 22.621
-181.222, -43.450, 13.446, 22.654
-181.220, -43.899, 13.489, 22.687
-181.217, -44.350, 13.533, 22.720
-181.215, -44.802, 13.577, 22.753
-181.213, -45.256, 13.622, 22.786
-181.210, -45.711, 13.666, 22.819
-181.208, -46.167, 13.710, 22.852
-181.205, -46.625, 13.755, 22.885
-181.203, -47.085, 13.800, 22.918
-181.200, -47.546, 13.845, 22.951
-181.198, -48.009, 13.890, 22.984
-181.195, -48.473, 13.935, 23.017
